"grid_point","Year","Objective","type1_biome","type2_vegetation_community","type3_vegetation_indicators","type4_indicators_history","OBJECTID","Action","Method","Type","layer","bird_MS_pt"
313,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
314,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
314,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
314,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",25,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
314,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",57,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
314,"2020","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",12,"Other","Forage production","Rotary mower","VM_2020","bird_MS_pt"
314,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
314,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",153,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
314,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",104,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
315,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
315,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
315,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",25,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
315,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
315,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
315,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
316,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
316,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
316,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
316,"2014","Vegetation Management","rangeland","grassland","former cultivated","forage grass restoration",314,"Barrier","Permanent","Seed Farm","VM_2014","bird_MS_pt"
316,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",11,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
316,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
316,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",4,"Chemical","post-emergent","broadcast","WC_2021","bird_MS_pt"
317,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",114,"Seeding","Drill","continuous","RV_2017","bird_MS_pt"
317,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",285,"Seeding","Drill","continuous","RV_2019","bird_MS_pt"
317,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
317,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",49,"Cultural","Burn","prep","WC_2018","bird_MS_pt"
317,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",53,"Chemical","pre-emergent","broadcast","WC_2020","bird_MS_pt"
318,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",114,"Seeding","Drill","continuous","RV_2017","bird_MS_pt"
318,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
319,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",250,"Seeding","Drill","islands","RV_2018","bird_MS_pt"
319,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,NA,"WC_2015","bird_MS_pt"
320,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",250,"Seeding","Drill","islands","RV_2018",NA
321,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
322,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
323,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
324,"2017","Weed Control","rangeland","shrubland","bitterbrush","bitterbrush",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
325,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
326,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",57,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
326,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",153,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
326,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",104,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
327,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
327,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
327,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",25,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
327,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
327,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
328,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
328,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
328,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
328,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
329,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
330,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",250,"Seeding","Drill","islands","RV_2018","bird_MS_pt"
330,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,NA,"WC_2015","bird_MS_pt"
331,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,NA,"WC_2015","bird_MS_pt"
331,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
332,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
333,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
334,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
335,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",29,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
335,"2014","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",53,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
335,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",57,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
335,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",153,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
335,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",104,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
336,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",41,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
336,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",132,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
337,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
338,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
339,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
340,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",155,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
340,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",109,"Chemical","post-emergent","spot","WC_2018","bird_MS_pt"
340,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",114,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
341,"2011","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",5,"Seeding","Drill","continuous","RV_2011","bird_MS_pt"
341,"2011","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
341,"2012","Vegetation Management","rangeland","grassland","former cultivated","forage grass restoration",0,"Other","Tilling","Harrow","VM_2012","bird_MS_pt"
341,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
341,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",136,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
341,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",178,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
341,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",106,"Chemical","post-emergent","spot","WC_2018","bird_MS_pt"
341,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",47,"Chemical","pre-emergent","broadcast","WC_2020","bird_MS_pt"
342,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",57,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
342,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",153,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
342,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",104,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
343,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",58,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
343,"2018","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",385,"Seeding","Drill","continuous","RV_2018","bird_MS_pt"
343,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",104,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
343,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
344,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
344,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
344,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
344,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",279,"Seeding","Drill","continuous","RV_2019","bird_MS_pt"
344,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",10,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
344,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",41,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
344,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",201,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
344,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",143,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
344,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",99,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
345,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
345,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
345,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
345,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",279,"Seeding","Drill","continuous","RV_2019","bird_MS_pt"
345,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",10,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
345,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",41,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
345,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",201,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
345,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",143,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
345,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",99,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
345,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
345,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","post-emergent","broadcast","WC_2022","bird_MS_pt"
346,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
346,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",256,"Seeding","Drill","continuous","RV_2018","bird_MS_pt"
346,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",41,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
346,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",97,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
346,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
347,"2021","Weed Control","rangeland","shrubland","sagebrush","sagebrush",22,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
348,"2021","Weed Control","rangeland","shrubland","sagebrush","sagebrush",22,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
349,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
350,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
351,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",36,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
351,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",52,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
351,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
351,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",46,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
351,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",98,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
352,"2011","Weed Control","rangeland","shrubland","sagebrush","sagebrush",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
353,"2021","Weed Control","rangeland","shrubland","sagebrush","sagebrush",22,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
354,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,"bird_MS_pt"
355,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,"bird_MS_pt"
356,"2014","Vegetation Management","rangeland","shrubland","sagebrush","sagebrush",NA,"Sage Thinning","Chemical","tebuthiuron","VM_2014","bird_MS_pt"
357,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,"bird_MS_pt"
358,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
359,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
360,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
361,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
362,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
363,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
364,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
365,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
366,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
367,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
368,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
369,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
370,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
371,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
372,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
373,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
374,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
375,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
376,"2012","Weed Control","forest","upland","mixed canopy conifer","mixed canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2012",NA
377,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
378,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
379,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
380,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
381,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
382,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
383,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
384,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
385,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
386,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
387,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
388,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
389,NA,NA,"rangeland","shrubland","other shrub deciduous","other shrub deciduous",NA,NA,NA,NA,NA,NA
390,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
391,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
392,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
393,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
394,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
395,"2017","Weed Control","forest","upland","wooded draw","wooded draw",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
396,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
397,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
398,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
399,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
400,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
401,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
402,"2018","Revegetation","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",379,"Seeding","Broadcast","bare seed","RV_2018",NA
402,"2016","Vegetation Management","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",53,"Sage Thinning","chemical","tebuthiuron","VM_2016",NA
402,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
402,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",47,"Cultural","Burn","prep","WC_2018",NA
403,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
404,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
405,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",174,"Chemical","pre-emergent","broadcast","WC_2017",NA
406,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
407,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
408,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
409,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
410,"2012","Weed Control","forest","upland","open canopy conifer","open canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2012",NA
410,"2021","Weed Control","forest","upland","open canopy conifer","open canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2021",NA
411,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
412,"2018","Revegetation","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",379,"Seeding","Broadcast","bare seed","RV_2018",NA
412,"2016","Vegetation Management","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",53,"Sage Thinning","chemical","tebuthiuron","VM_2016",NA
412,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",47,"Cultural","Burn","prep","WC_2018",NA
413,"2019","Weed Control","rangeland","shrubland","other shrub deciduous","other shrub deciduous",61,"Chemical","post-emergent","broadcast","WC_2019",NA
413,"2021","Weed Control","rangeland","shrubland","other shrub deciduous","other shrub deciduous",0,"Chemical","post-emergent","broadcast","WC_2021",NA
414,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
415,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
416,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
417,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
418,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
419,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
420,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
421,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
422,"2012","Weed Control","forest","upland","mixed canopy conifer","mixed canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2012",NA
422,"2021","Weed Control","forest","upland","mixed canopy conifer","mixed canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2021",NA
423,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
424,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
425,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
426,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
427,"2012","Weed Control","forest","upland","open canopy conifer","open canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2012",NA
427,"2021","Weed Control","forest","upland","open canopy conifer","open canopy conifer",0,"Chemical","post-emergent","broadcast","WC_2021",NA
428,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
429,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
430,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
431,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
432,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
433,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
434,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
435,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
436,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
437,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
438,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
439,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
440,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
